panel_index,assignment_index,source_index,frame_id,center_x,left_x,right_x,width,zero_width,placement_method,risky
0,0,0,0,421.8267517089844,0,426,426,False,origin,False
0,1,1,68,430.2258855067395,426,435,9,False,motion_hypothesis+pose_low_frequency_soft,False
0,2,2,80,439.18068699325397,435,444,9,False,motion_hypothesis+pose_low_frequency_soft,False
0,3,3,89,448.09606037431007,444,452,8,False,motion_hypothesis+pose_low_frequency_soft,False
0,4,4,96,456.89001820810853,452,461,9,False,motion_hypothesis+pose_low_frequency_soft,False
0,5,5,103,465.6331726849764,461,470,9,False,motion_hypothesis+pose_low_frequency_soft,False
0,6,6,110,474.08634338015827,470,479,9,False,motion_hypothesis+pose_low_frequency_soft,False
0,7,7,118,483.03672334982133,479,487,8,False,motion_hypothesis+pose_low_frequency_soft,False
0,8,8,126,491.5991173648007,487,496,9,False,motion_hypothesis+pose_low_frequency_soft,False
0,9,9,134,499.95004638729324,496,504,8,False,motion_hypothesis+pose_low_frequency_soft,False
0,10,10,141,508.4404270566772,504,513,9,False,motion_hypothesis+pose_low_frequency_soft,False
0,11,11,148,517.289599639486,513,522,9,False,motion_hypothesis+pose_low_frequency_soft,False
0,12,12,155,525.9671633270602,522,531,9,False,motion_hypothesis+pose_low_frequency_soft,False
0,13,13,163,535.2645463700644,531,540,9,False,motion_hypothesis+pose_low_frequency_soft,False
0,14,14,171,543.8446164071756,540,548,8,False,motion_hypothesis+pose_low_frequency_soft,False
0,15,15,179,551.9028449011538,548,556,8,False,motion_hypothesis+pose_low_frequency_soft,False
0,16,16,187,560.6902019744078,556,565,9,False,motion_hypothesis+pose_low_frequency_soft,False
0,17,17,195,570.0595571033215,565,575,10,False,motion_hypothesis+pose_low_frequency_soft,False
0,18,18,204,579.6349097365666,575,584,9,False,motion_hypothesis+pose_low_frequency_soft,False
0,19,19,213,588.1199954735005,584,592,8,False,motion_hypothesis+pose_low_frequency_soft,False
0,20,20,221,596.2161528838406,592,601,9,False,motion_hypothesis+pose_low_frequency_soft,False
0,21,21,230,604.9984575936344,601,609,8,False,motion_hypothesis+pose_low_frequency_soft,False
0,22,22,238,613.1081006023987,609,617,8,False,motion_hypothesis+pose_low_frequency_soft,False
0,23,23,246,621.7795811876515,617,626,9,False,motion_hypothesis+pose_low_frequency_soft,False
0,24,24,254,630.1358060718169,626,634,8,False,motion_hypothesis+pose_low_frequency_soft,False
0,25,25,262,638.5075332483477,634,643,9,False,motion_hypothesis+pose_low_frequency_soft,False
0,26,26,271,647.2684071713006,643,651,8,False,motion_hypothesis+pose_low_frequency_soft,False
0,27,27,280,655.6597940961752,651,660,9,False,motion_hypothesis+pose_low_frequency_soft,False
0,28,28,287,664.2511077919178,660,668,8,False,motion_hypothesis+pose_low_frequency_soft,False
0,29,29,295,672.379083455412,668,676,8,False,motion_hypothesis+pose_low_frequency_soft,False
0,30,30,303,680.5369870029706,676,685,9,False,motion_hypothesis+pose_low_frequency_soft,False
0,31,31,313,689.1315207078037,685,694,9,False,motion_hypothesis+pose_low_frequency_soft,False
0,32,32,324,698.4139981245116,694,703,9,False,motion_hypothesis+pose_low_frequency_soft,False
0,33,33,333,707.1753408025544,703,712,9,False,motion_hypothesis+pose_low_frequency_soft,False
0,34,34,342,715.9482765350443,712,720,8,False,motion_hypothesis+pose_low_frequency_soft,False
0,35,35,349,724.0797982043065,720,728,8,False,motion_hypothesis+pose_low_frequency_soft,False
0,36,36,355,732.3447496835004,728,737,9,False,motion_hypothesis+pose_low_frequency_soft,False
