panel_index,assignment_index,source_index,frame_id,center_x,left_x,right_x,width,zero_width,placement_method,risky
0,0,0,0,421.8267517089844,0,429,429,False,origin,False
0,1,1,35,435.4727783203125,429,441,12,False,motion_hypothesis,False
0,2,2,37,445.8185729980469,441,453,12,False,motion_hypothesis,False
0,3,3,39,460.0459899902344,453,467,14,False,motion_hypothesis,False
0,4,4,41,474.5807800292969,467,479,12,False,motion_hypothesis,False
0,5,5,42,483.0506896972656,479,488,9,False,motion_hypothesis,False
0,6,6,43,492.4390563964844,488,497,9,False,motion_hypothesis,False
0,7,7,44,501.99700927734375,497,507,10,False,motion_hypothesis,False
0,8,8,45,512.8668212890625,507,519,12,False,motion_hypothesis,False
0,9,9,46,524.2407836914062,519,530,11,False,motion_hypothesis,False
0,10,10,47,536.4771728515625,530,543,13,False,motion_hypothesis,False
0,11,11,48,549.5303649902344,543,556,13,False,motion_hypothesis,False
0,12,12,49,562.0672607421875,556,569,13,False,motion_hypothesis,False
0,13,13,50,576.2615966796875,569,583,14,False,motion_hypothesis,False
0,14,14,51,589.4867248535156,583,596,13,False,motion_hypothesis,False
0,15,15,52,602.8111267089844,596,610,14,False,motion_hypothesis,False
0,16,16,53,617.9325866699219,610,625,15,False,motion_hypothesis,False
0,17,17,54,632.3843078613281,625,639,14,False,motion_hypothesis,False
0,18,18,55,646.4501647949219,639,654,15,False,motion_hypothesis,False
0,19,19,56,662.2225646972656,654,670,16,False,motion_hypothesis,False
0,20,20,57,677.5257263183594,670,686,16,False,motion_hypothesis,False
0,21,21,58,694.2671203613281,686,702,16,False,motion_hypothesis,False
0,22,22,59,709.7801513671875,702,718,16,False,motion_hypothesis,False
0,23,23,60,725.7659149169922,718,735,17,False,motion_hypothesis,False
0,24,24,61,744.0694274902344,735,750,15,False,motion_hypothesis,False
0,25,25,62,756.5106506347656,750,763,13,False,motion_hypothesis,False
0,26,26,63,769.1119995117188,763,779,16,False,motion_hypothesis,False
0,27,27,64,788.0677490234375,779,797,18,False,motion_hypothesis,False
0,28,28,65,805.0875244140625,797,815,18,False,motion_hypothesis,False
0,29,29,66,824.0445251464844,815,831,16,False,motion_hypothesis,False
0,30,30,67,837.1615295410156,831,851,20,False,motion_hypothesis,False
0,31,31,68,864.4383850097656,851,871,20,False,motion_hypothesis,False
0,32,32,69,878.2765808105469,871,887,16,False,motion_hypothesis,False
0,33,33,70,896.5915679931641,887,903,16,False,motion_hypothesis,False
0,34,34,71,910.1963043212891,903,919,16,False,motion_hypothesis,False
0,35,35,72,927.6735076904297,919,935,16,False,motion_hypothesis,False
0,36,36,73,941.4866485595703,935,948,13,False,motion_hypothesis,False
0,37,37,74,955.3192291259766,948,962,14,False,motion_hypothesis,False
0,38,38,75,969.1886749267578,962,976,14,False,motion_hypothesis,False
0,39,39,76,982.8400421142578,976,996,20,False,motion_hypothesis,False
0,40,40,77,1009.8787384033203,996,1017,21,False,motion_hypothesis,False
0,41,41,78,1024.7427825927734,1017,1032,15,False,motion_hypothesis,False
0,42,42,79,1039.5410614013672,1032,1046,14,False,motion_hypothesis,False
0,43,43,80,1051.9701080322266,1046,1058,12,False,motion_hypothesis,False
0,44,44,81,1063.4989166259766,1058,1075,17,False,motion_hypothesis,False
0,45,45,82,1085.7284698486328,1075,1093,18,False,motion_hypothesis,False
0,46,46,83,1100.2947998046875,1093,1107,14,False,motion_hypothesis,False
0,47,47,84,1114.5725708007812,1107,1122,15,False,motion_hypothesis,False
0,48,48,85,1128.7507629394531,1122,1136,14,False,motion_hypothesis,False
0,49,49,86,1142.5871887207031,1136,1149,13,False,motion_hypothesis,False
0,50,50,87,1155.7858581542969,1149,1164,15,False,motion_hypothesis,False
0,51,51,88,1172.6423034667969,1164,1182,18,False,motion_hypothesis,False
0,52,52,89,1191.5306091308594,1182,1201,19,False,motion_hypothesis,False
0,53,53,90,1210.2148132324219,1201,1220,19,False,motion_hypothesis,False
0,54,54,91,1228.8096008300781,1220,1237,17,False,motion_hypothesis,False
0,55,55,92,1244.9024353027344,1237,1254,17,False,motion_hypothesis,False
0,56,56,93,1262.9047546386719,1254,1272,18,False,motion_hypothesis,False
0,57,57,94,1280.6994934082031,1272,1289,17,False,motion_hypothesis,False
0,58,58,95,1298.1933898925781,1289,1306,17,False,motion_hypothesis,False
0,59,59,96,1314.1344604492188,1306,1323,17,False,motion_hypothesis,False
0,60,60,97,1330.9607849121094,1323,1339,16,False,motion_hypothesis,False
0,61,61,98,1347.4351196289062,1339,1363,24,False,motion_hypothesis,False
0,62,62,99,1379.2522888183594,1363,1387,24,False,motion_hypothesis,False
0,63,63,100,1394.5520324707031,1387,1402,15,False,motion_hypothesis,False
0,64,64,101,1409.3828125,1402,1417,15,False,motion_hypothesis,False
0,65,65,102,1423.9664611816406,1417,1430,13,False,motion_hypothesis,False
0,66,66,103,1436.6168365478516,1430,1443,13,False,motion_hypothesis,False
0,67,67,104,1449.8296661376953,1443,1456,13,False,motion_hypothesis,False
0,68,68,105,1462.833755493164,1456,1469,13,False,motion_hypothesis,False
0,69,69,106,1475.578872680664,1469,1481,12,False,motion_hypothesis,False
0,70,70,107,1486.6034088134766,1481,1493,12,False,motion_hypothesis,False
0,71,71,108,1498.720962524414,1493,1504,11,False,motion_hypothesis,False
0,72,72,109,1509.0564727783203,1504,1515,11,False,motion_hypothesis,False
0,73,73,110,1520.294906616211,1515,1526,11,False,motion_hypothesis,False
0,74,74,111,1531.4666900634766,1526,1536,10,False,motion_hypothesis,False
0,75,75,112,1541.1399993896484,1536,1546,10,False,motion_hypothesis,False
0,76,76,113,1551.5852661132812,1546,1557,11,False,motion_hypothesis,False
0,77,77,114,1561.8397369384766,1557,1571,14,False,motion_hypothesis,False
0,78,78,115,1580.909194946289,1571,1585,14,False,motion_hypothesis,False
0,79,79,116,1589.0498809814453,1585,1596,11,False,motion_hypothesis,False
0,80,80,118,1603.4273071289062,1596,1610,14,False,motion_hypothesis,False
0,81,81,120,1617.2852020263672,1610,1622,12,False,motion_hypothesis,False
0,82,82,122,1627.1200103759766,1622,1631,9,False,motion_hypothesis,False
0,83,83,125,1635.6363067626953,1631,1640,9,False,motion_hypothesis,False
0,84,84,128,1643.559829711914,1640,2070,430,False,motion_hypothesis,False
