panel_index,assignment_index,source_index,frame_id,center_x,left_x,right_x,width,zero_width,placement_method,risky
0,0,0,0,421.8267517089844,0,426,426,False,origin,False
0,1,1,68,430.3673095703125,426,434,8,False,motion_hypothesis,False
0,2,2,79,438.41551208496094,434,443,9,False,motion_hypothesis,False
0,3,3,87,446.6050567626953,443,451,8,False,motion_hypothesis,False
0,4,4,94,455.20965576171875,451,460,9,False,motion_hypothesis,False
0,5,5,101,463.936279296875,460,468,8,False,motion_hypothesis,False
0,6,6,108,472.69036865234375,468,477,9,False,motion_hypothesis,False
0,7,7,116,481.0495147705078,477,485,8,False,motion_hypothesis,False
0,8,8,124,489.6345977783203,485,494,9,False,motion_hypothesis,False
0,9,9,132,498.87876892089844,494,503,9,False,motion_hypothesis,False
0,10,10,140,507.31752014160156,503,512,9,False,motion_hypothesis,False
0,11,11,146,515.9172973632812,512,521,9,False,motion_hypothesis,False
0,12,12,154,525.7219085693359,521,530,9,False,motion_hypothesis,False
0,13,13,162,534.4030456542969,530,539,9,False,motion_hypothesis,False
0,14,14,170,542.8145904541016,539,547,8,False,motion_hypothesis,False
0,15,15,177,550.8420562744141,547,555,8,False,motion_hypothesis,False
0,16,16,184,558.8759765625,555,563,8,False,motion_hypothesis,False
0,17,17,192,567.4517669677734,563,572,9,False,motion_hypothesis,False
0,18,18,200,576.1936187744141,572,581,9,False,motion_hypothesis,False
0,19,19,208,584.8204498291016,581,589,8,False,motion_hypothesis,False
0,20,20,217,593.2003326416016,589,598,9,False,motion_hypothesis,False
0,21,21,226,601.9716796875,598,606,8,False,motion_hypothesis,False
0,22,22,234,610.0588989257812,606,614,8,False,motion_hypothesis,False
0,23,23,242,618.3029327392578,614,622,8,False,motion_hypothesis,False
0,24,24,249,626.5306549072266,622,631,9,False,motion_hypothesis,False
0,25,25,257,634.5967864990234,631,639,8,False,motion_hypothesis,False
0,26,26,266,642.7013702392578,639,647,8,False,motion_hypothesis,False
0,27,27,274,650.8868408203125,647,655,8,False,motion_hypothesis,False
0,28,28,282,659.1900329589844,655,663,8,False,motion_hypothesis,False
0,29,29,289,667.2157135009766,663,672,9,False,motion_hypothesis,False
0,30,30,297,676.0198059082031,672,680,8,False,motion_hypothesis,False
0,31,31,306,684.4409790039062,680,689,9,False,motion_hypothesis,False
0,32,32,316,692.7596740722656,689,697,8,False,motion_hypothesis,False
0,33,33,326,701.1648101806641,697,705,8,False,motion_hypothesis,False
0,34,34,334,709.1942749023438,705,714,9,False,motion_hypothesis,False
0,35,35,343,717.9744415283203,714,722,8,False,motion_hypothesis,False
0,36,36,350,726.2444763183594,722,730,8,False,motion_hypothesis,False
0,37,37,356,734.6088714599609,730,739,9,False,motion_hypothesis,False
0,38,38,362,743.3032836914062,739,748,9,False,motion_hypothesis,False
0,39,39,368,751.8256683349609,748,756,8,False,motion_hypothesis,False
0,40,40,374,761.0949859619141,756,766,10,False,motion_hypothesis,False
0,41,41,380,771.2012939453125,766,776,10,False,motion_hypothesis,False
0,42,42,387,780.1106872558594,776,785,9,False,motion_hypothesis,False
0,43,43,393,789.3714904785156,785,793,8,False,motion_hypothesis,False
0,44,44,399,797.5943298339844,793,802,9,False,motion_hypothesis,False
0,45,45,404,805.7395706176758,802,810,8,False,motion_hypothesis,False
0,46,46,410,814.1006546020508,810,819,9,False,motion_hypothesis,False
0,47,47,417,824.193962097168,819,828,9,False,motion_hypothesis,False
0,48,48,424,832.7929306030273,828,837,9,False,motion_hypothesis,False
0,49,49,429,840.9066696166992,837,845,8,False,motion_hypothesis,False
0,50,50,436,849.4934310913086,845,854,9,False,motion_hypothesis,False
0,51,51,442,858.4152145385742,854,863,9,False,motion_hypothesis,False
0,52,52,448,867.0286331176758,863,871,8,False,motion_hypothesis,False
0,53,53,453,875.8669357299805,871,880,9,False,motion_hypothesis,False
0,54,54,459,884.5031661987305,880,889,9,False,motion_hypothesis,False
0,55,55,465,893.1758041381836,889,898,9,False,motion_hypothesis,False
0,56,56,470,902.1339340209961,898,906,8,False,motion_hypothesis,False
0,57,57,476,910.6814498901367,906,915,9,False,motion_hypothesis,False
0,58,58,482,919.7228317260742,915,924,9,False,motion_hypothesis,False
0,59,59,488,928.6394271850586,924,933,9,False,motion_hypothesis,False
0,60,60,495,937.0546646118164,933,941,8,False,motion_hypothesis,False
0,61,61,502,945.6980667114258,941,950,9,False,motion_hypothesis,False
0,62,62,509,954.0031814575195,950,959,9,False,motion_hypothesis,False
0,63,63,515,963.6015090942383,959,968,9,False,motion_hypothesis,False
0,64,64,521,972.1929092407227,968,976,8,False,motion_hypothesis,False
0,65,65,527,980.4660568237305,976,985,9,False,motion_hypothesis,False
0,66,66,533,989.4381332397461,985,994,9,False,motion_hypothesis,False
0,67,67,540,998.8176345825195,994,1004,10,False,motion_hypothesis,False
0,68,68,548,1008.5475082397461,1004,1013,9,False,motion_hypothesis,False
0,69,69,556,1017.1707077026367,1013,1022,9,False,motion_hypothesis,False
0,70,70,563,1026.514762878418,1022,1031,9,False,motion_hypothesis,False
0,71,71,571,1034.5722579956055,1031,1039,8,False,motion_hypothesis,False
0,72,72,578,1043.1803512573242,1039,1047,8,False,motion_hypothesis,False
0,73,73,584,1051.5650329589844,1047,1056,9,False,motion_hypothesis,False
0,74,74,591,1060.5945587158203,1056,1065,9,False,motion_hypothesis,False
0,75,75,597,1069.0789947509766,1065,1073,8,False,motion_hypothesis,False
0,76,76,603,1077.7547760009766,1073,1083,10,False,motion_hypothesis,False
0,77,77,610,1087.3196716308594,1083,1092,9,False,motion_hypothesis,False
0,78,78,618,1096.7510223388672,1092,1101,9,False,motion_hypothesis,False
0,79,79,625,1105.1557159423828,1101,1109,8,False,motion_hypothesis,False
0,80,80,632,1113.2083892822266,1109,1118,9,False,motion_hypothesis,False
0,81,81,639,1121.997085571289,1118,1126,8,False,motion_hypothesis,False
0,82,82,646,1130.6495208740234,1126,1135,9,False,motion_hypothesis,False
0,83,83,653,1139.599349975586,1135,1144,9,False,motion_hypothesis,False
0,84,84,661,1149.3912506103516,1144,1154,10,False,motion_hypothesis,False
0,85,85,668,1157.8390808105469,1154,1162,8,False,motion_hypothesis,False
0,86,86,675,1165.9360809326172,1162,1170,8,False,motion_hypothesis,False
0,87,87,683,1174.4341888427734,1170,1179,9,False,motion_hypothesis,False
0,88,88,691,1182.8799133300781,1179,1187,8,False,motion_hypothesis,False
0,89,89,697,1190.9857330322266,1187,1195,8,False,motion_hypothesis,False
0,90,90,703,1199.117416381836,1195,1203,8,False,motion_hypothesis,False
0,91,91,708,1207.329116821289,1203,1212,9,False,motion_hypothesis,False
0,92,92,715,1216.7376708984375,1212,1221,9,False,motion_hypothesis,False
0,93,93,722,1225.0530242919922,1221,1230,9,False,motion_hypothesis,False
0,94,94,729,1233.9747314453125,1230,1239,9,False,motion_hypothesis,False
